,U1-mut1-100-CHX_vs_DMSO,U1-mut1-100-CHX_vs_DMSO-CHX,U1-mut1-100-CHX_vs_mut1-100,U1-mut1-100-EtOH_vs_DMSO,U1-mut1-100-CHX_vs_WT_EtOH,U1-mut1-100-CHX_vs_WT_CHX,U1-mut1-100-EtOH_vs_WT_EtOH,U1-mut1-500-CHX_vs_DMSO,U1-mut1-500-CHX_vs_DMSO-CHX,U1-mut1-500-CHX_vs_mut1-500,U1-mut1-500-EtOH_vs_DMSO,U1-mut1-500-CHX_vs_WT_EtOH,U1-mut1-500-CHX_vs_WT_CHX,U1-mut1-500-EtOH_vs_WT_EtOH
AL117336.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HSD17B7P2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL133216.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCNYL2,0,0,1,0,1,0,0,0,0,1,0,1,0,0
LINC00839,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RASGEF1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF239,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF485,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MARCHF8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP10P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM21FP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PARGP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP7P,1,0,1,0,1,0,0,1,0,0,1,1,0,0
AGAP14P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYT15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL356056.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SHLD2P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP13P,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GDF10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AGAP9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL591684.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SHLD2P3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RHEBP2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AGAP12P,1,0,1,0,1,0,0,1,0,0,0,1,0,0
FRMPD2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MAPK8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OGDHL,1,0,1,0,1,0,0,0,0,1,0,1,0,0
TIMM23B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TIMM23B.AGAP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM21EP,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ASAH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SGMS1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
ASAH2B,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PRKG1,0,0,0,0,0,0,0,1,1,0,1,1,0,1
CSTF2T,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GAPDHP21,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ANK3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARID5B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF365,1,0,0,0,1,0,0,0,0,1,0,1,0,0
EGR2,0,0,0,0,0,0,0,1,1,1,0,1,0,0
NRBF2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JMJD1C,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC01515,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTNNA3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SIRT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS3AP38,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MYPN,0,0,0,0,1,0,0,1,0,0,0,1,0,0
PBLD,0,0,1,0,1,0,0,0,1,0,1,0,0,0
RUFY2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DNA2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC25A16,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SUPV3L1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM241B,1,0,1,0,1,0,0,1,0,0,0,1,0,0
COL13A1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EIF4EBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PALD1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ADAMTS14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PCBD1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UNC5B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CDH23,1,0,0,0,1,0,0,1,0,0,0,1,0,0
PSAP,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CHST3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SPOCK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDIT4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDIT4.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC016542.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P4HA1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NUDT13,1,0,1,0,1,0,0,0,0,1,0,1,0,0
AC016394.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ECD,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SYNPO2L,0,0,0,0,1,0,0,1,0,0,0,1,0,0
AC073389.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AGAP5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZSWIM8.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF503.AS1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ZNF503,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF503.AS2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DLG5,1,0,0,0,0,0,0,1,0,0,0,1,0,0
RPS24,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ZCCHC24,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EIF5AL1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NUTM2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AL512662.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MBL1P,1,0,1,0,1,0,0,0,0,0,0,1,0,0
TMEM254.AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANXA11,1,0,1,0,1,0,0,1,0,0,0,1,0,0
LINC00857,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PRXL2A,0,0,1,0,1,0,0,0,0,0,0,1,0,0
GHITM,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AL731569.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AGAP11,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL136982.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL136982.6,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SHLD2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PAPSS2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CFL1P1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RNLS,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FAS,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LIPA,1,0,1,0,1,0,0,1,0,0,0,1,0,0
IFIT2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AL157400.2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HTR7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ANKRD1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
HECTD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNKS2.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BTAF1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CPEB3,0,0,0,0,1,0,0,1,0,1,0,1,0,0
CYP26A1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
XRCC6P1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
PLCE1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AL139124.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
NOC3L,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CYP2C8,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PDLIM1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC2D2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC021037.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
RRP12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PGAM1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
PI4K2A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MARVELD1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZFYVE27,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CRTAC1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
R3HCC1L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LOXL4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PYROXD2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
AL133353.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ABCC2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DNMBP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCD,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WNT8B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEC31B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL133352.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TWNK,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFXN3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OGA,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HPS6,0,0,1,0,1,0,0,1,0,1,0,1,0,0
PPRC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PITX3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PSD,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CUEDC2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RPARP.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ARL3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SFXN2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
INA,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PCGF6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5MD,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CALHM2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL139339.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SH3PXD2A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFR1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GSTO1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DUSP5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
RBM20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PDCD4.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PDCD4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AL158163.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL158212.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLEKHS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ADRB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM160B1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GFRA1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
C10orf82,1,0,1,0,1,0,0,1,0,1,0,1,0,0
VAX1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
AL391988.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
EMX2OS,1,0,1,0,0,0,0,1,0,1,0,1,0,0
NANOS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RGS10,1,0,1,0,1,0,0,1,0,0,0,1,0,0
FGFR2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATE1.AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PLEKHA1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HTRA1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUZD1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
AC073585.1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
FAM24B,1,0,1,0,1,0,0,1,0,1,1,1,0,0
C10orf88B,0,0,0,0,1,0,0,0,0,0,0,1,0,0
C10orf88,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IKZF5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ACADSB,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CHST15,1,0,1,0,1,0,0,0,0,0,0,0,0,0
OAT,1,0,1,0,1,0,0,1,0,0,0,0,0,0
LHPP,0,0,0,0,1,0,0,1,0,0,0,0,0,0
FAM53B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ABRAXAS2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AL731577.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
AL731571.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EDRF1.DT,0,0,1,0,1,0,0,0,0,0,0,1,0,0
EDRF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FANK1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
DOCK1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PTPRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MKI67,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C10orf143,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PPP2R2D,1,0,0,0,0,0,0,1,0,0,0,1,0,0
JAKMIP3,0,0,1,0,1,0,0,0,0,1,0,1,0,0
LINC01168,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SCART1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CYP2E1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01001,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PGGHG,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IFITM2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
IFITM1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
IFITM3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC136475.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AP006621.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AP006621.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PIDD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPLP2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CRACR2B,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TSPAN4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
MOB2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DUSP8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KRTAP5.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CTSD,1,0,1,0,1,0,0,0,0,0,0,0,0,0
H19,0,0,1,0,1,0,0,0,0,0,0,1,0,0
IGF2,1,0,1,0,0,0,0,1,0,1,0,0,0,0
CD81,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TSSC4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KCNQ1OT1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PHLDA2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OSBPL5,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ZNF195,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC127526.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC127526.2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
CHRNA10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRIM21,1,0,0,0,1,0,0,1,0,0,0,1,0,0
TRIM68,0,0,1,0,1,0,0,1,0,0,0,1,0,0
HBE1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM34,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AC022762.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CNGA4,1,0,0,0,1,0,0,1,1,0,1,1,1,1
HPX,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRIM3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
RRP8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DCHS1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
ZNF214,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NLRP14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBMXL2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
OLFML1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PPFIBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRIM66,1,0,1,0,1,0,0,0,1,1,0,0,0,0
RPL27A,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TMEM9B.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SCUBE2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DENND5A,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ADM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AMPD3,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ZBED5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GALNT18,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MICAL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC018523.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
INSC,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLEKHA7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC116533.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
RPS13,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NUCB2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
AC124798.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ABCC8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OTOG,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TPH1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GTF2H1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
LDHA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC084117.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
UEVLD,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SPTY2D1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM86A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTPN5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E2F8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC5A12,0,0,1,0,0,0,0,0,0,1,0,1,0,0
BBOX1.AS1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
LGR4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARL14EP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MPPED2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
DCDC1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PAX6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAUPAR,1,0,1,0,1,0,0,0,0,1,0,1,0,0
RCN1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WT1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PRRG4,1,0,0,0,0,0,0,1,0,0,0,1,0,0
TCP11L1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC00294,1,0,0,0,0,0,0,1,1,0,0,1,0,0
AL049629.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD44,0,0,1,0,1,0,0,0,0,1,0,0,0,0
TRAF6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAG1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068205.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HSD17B12,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SEC14L1P1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ACCS,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ALX4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CD82,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SYT13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHST1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
LINC02716,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRY2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C11orf94,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CREB3L1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AMBRA1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC024293.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HARBI1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF408,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRP4.AS1,1,0,0,0,1,0,0,1,1,0,1,1,1,1
ARFGAP2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
DDB2,1,0,1,0,1,0,0,1,0,1,1,1,0,0
NR1H3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
MADD,0,0,0,0,0,0,0,1,0,1,0,1,0,0
KBTBD4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FNBP4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTPRJ,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC109635.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SLC43A3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SLC43A1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
RN7SL605P,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UBE2L6,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SERPING1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CLP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MED19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LPXN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CNTF,0,0,0,0,0,0,0,1,1,0,1,0,0,0
AP003721.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
VWCE,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TKFC,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TMEM138,1,0,1,0,0,0,0,1,0,0,0,0,0,0
CPSF7,1,0,0,0,1,0,0,1,0,0,0,1,0,0
PPP1R32,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SYT7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DAGLA,1,0,1,0,1,0,0,0,0,1,0,0,0,0
TMEM258,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FADS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BEST1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FTH1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
INCENP,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AHNAK,1,0,1,0,1,0,0,1,0,0,0,1,0,0
EEF1G,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GANAB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LBHD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BSCL2,0,0,0,0,0,0,0,1,0,0,1,1,0,0
HNRNPUL2.BSCL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001160.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAF6L,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NXF1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SNHG1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
SLC3A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RTN3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
C11orf95,0,0,1,0,0,0,0,0,0,1,0,0,0,0
COX8A,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AP006333.1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
FERMT3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
VEGFB,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PRDX5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NRXN2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PYGM,0,0,0,0,0,0,0,1,1,0,1,0,0,0
PPP2R5B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAALADL1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CDCA5,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNHIT2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAU,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AP003068.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CAPN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIGD3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NEAT1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
EHBP1L1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
CFL1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SNX32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS81,1,0,1,0,1,0,0,1,0,0,0,1,0,0
EFEMP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCDC85B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FOSL1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
CNIH2,0,0,1,0,0,0,0,1,0,1,0,1,0,0
RIN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC29A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZDHHC24,0,0,1,0,0,0,0,1,0,0,0,0,0,0
RBM14,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RBM14.RBM4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBM4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RBM4B,0,0,0,0,0,0,0,1,0,0,1,1,0,0
SPTBN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RCE1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LRFN4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
SYT12,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RAD9A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLCF1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GSTP1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NUDT8,0,0,1,0,0,0,0,1,0,0,0,1,0,0
FAM86C2P,1,0,1,0,1,0,0,0,0,1,0,0,0,0
