chr,strand,geneSymbol,GeneID,Event,Algorithm,FDR,PValue,dPSI,M,PSI_1,PSI_2,Event_info,Annotation_leafcutter,Cutoff_dPSI,Event_type,Junc_coords,PdPSI,Comparison_Name
chr4,+,HTT,,chr4:clu_16855_+,leafcutter,0.00229762274078302,3.59815814514177e-05,0.151884141962992,Success,0.0409388725146183,0.192823014477611,logef:0.861052280707441|loglr:8.53619622680338|df:1|genes:HTT|N:2|coord:chr4:3206983-3207286|chr4:3206983:3207286:clu_16855_+,annotated,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,,chr4:clu_16856_+,leafcutter,2.0568574756733e-08,9.67245873835988e-11,0.544271193276356,Success,2.7020398512366e-06,0.544273895316208,logef:4.84694979276811|loglr:23.0591534812224|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3212709:3213622:clu_16856_+,cryptic,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,,chr4:clu_16856_+,leafcutter,2.0568574756733e-08,9.67245873835988e-11,-0.833978536601293,Success,0.999994849599942,0.166016312998649,logef:-9.16191517614444|loglr:23.0591534812224|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3212709:3213958:clu_16856_+,cryptic,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,,chr4:clu_16856_+,leafcutter,2.0568574756733e-08,9.67245873835988e-11,0.289707343324937,Success,2.44836020655525e-06,0.289709791685143,logef:4.31496538337634|loglr:23.0591534812224|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3213736:3213958:clu_16856_+,cryptic,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN2,,chr5:clu_17826_+,leafcutter,3.87627421201607e-28,1.37572395617446e-31,0.21174485837606,Success,0.192871611155866,0.404616469531925,logef:1.87339135085763|loglr:77.3176961607096|df:5|genes:SMN2|N:6|coord:chr5:70070751-70077019|chr5:70070751:70076521:clu_17826_+,cryptic,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN2,,chr5:clu_17826_+,leafcutter,3.87627421201607e-28,1.37572395617446e-31,-0.40133083818927,Success,0.417568859476564,0.0162380212872939,logef:-2.1146175165644|loglr:77.3176961607096|df:5|genes:SMN2|N:6|coord:chr5:70070751-70077019|chr5:70070751:70077019:clu_17826_+,cryptic,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN2,,chr5:clu_17826_+,leafcutter,3.87627421201607e-28,1.37572395617446e-31,0.210639739625606,Success,0.353778885470741,0.564418625096347,logef:1.59960058019548|loglr:77.3176961607096|df:5|genes:SMN2|N:6|coord:chr5:70070751-70077019|chr5:70076574:70077019:clu_17826_+,cryptic,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,,chr5:clu_17843_+,leafcutter,4.86117100228615e-20,4.09752225027447e-23,-0.253610645358205,Success,0.268118626607343,0.014507981249138,logef:-2.33919959608944|loglr:53.6704777455743|df:3|genes:SMN1|N:4|coord:chr5:70946176-70952439|chr5:70946176:70952439:clu_17843_+,annotated,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,,chr5:clu_17843_+,leafcutter,4.86117100228615e-20,4.09752225027447e-23,0.177147821276003,Success,0.365739158482283,0.542886979758285,logef:0.972511754392096|loglr:53.6704777455743|df:3|genes:SMN1|N:4|coord:chr5:70946176-70952439|chr5:70951994:70952439:clu_17843_+,annotated,NA,NA,,NA,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,0.4372,,0.9611,0.5455,lsv_type:s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70946176-70951941,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,-0.4285,,0.0077,0.441,lsv_type:s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70946176-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.4729,,0.0088,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70946176-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.4796,,0.9907,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70951994-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.2123,,0.2443,7e-04,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213490,0.9784,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.6123,,0.6235,7e-04,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213622,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,-0.8636,,0.1359,0.9987,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,-0.7141,,0.2768,0.999,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,0.714,,0.7232,0.001,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.1,NA,3213736-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN2,ENSG00000205571.14,ENSG00000205571.14:t:70077019-70077596,majiq_v2,NA,NA,0.2362,,0.9182,0.6932,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|i|exons_coords:70070664-70070849;70071282-70071390;70076521-70076927;70077019-70077596|ir_coords:70076928-70077018,,0.1,NA,70076574-70077019,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN2,ENSG00000205571.14,ENSG00000205571.14:t:70077019-70077596,majiq_v2,NA,NA,-0.2279,,0.0816,0.2995,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|i|exons_coords:70070664-70070849;70071282-70071390;70076521-70076927;70077019-70077596|ir_coords:70076928-70077018,,0.1,NA,70076928-70077018,0.9999,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,0.4372,,0.9611,0.5455,lsv_type:s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70946176-70951941,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,-0.4285,,0.0077,0.441,lsv_type:s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70946176-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.4729,,0.0088,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70946176-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.4796,,0.9907,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70951994-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.6123,,0.6235,7e-04,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.2,NA,3212709-3213622,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,-0.8636,,0.1359,0.9987,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.2,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,-0.7141,,0.2768,0.999,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.2,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,0.714,,0.7232,0.001,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.2,NA,3213736-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,0.4372,,0.9611,0.5455,lsv_type:s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.3,NA,70946176-70951941,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,-0.4285,,0.0077,0.441,lsv_type:s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.3,NA,70946176-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.4729,,0.0088,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.3,NA,70946176-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.4796,,0.9907,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.3,NA,70951994-70952439,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.6123,,0.6235,7e-04,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.3,NA,3212709-3213622,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,-0.8636,,0.1359,0.9987,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.3,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,-0.7141,,0.2768,0.999,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.3,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,0.714,,0.7232,0.001,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.3,NA,3213736-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.4729,,0.0088,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.4,NA,70946176-70952439,0.9956,SH_BIO_2196772_10x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.4796,,0.9907,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.4,NA,70951994-70952439,0.9982,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.6123,,0.6235,7e-04,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.4,NA,3212709-3213622,0.9991,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,-0.8636,,0.1359,0.9987,lsv_type:s|1e1.1o2|1e1.2o2|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.4,NA,3212709-3213958,1,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,-0.7141,,0.2768,0.999,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.4,NA,3212709-3213958,0.9994,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:t:3213958-3214156,majiq_v2,NA,NA,0.714,,0.7232,0.001,lsv_type:t|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213490-3213736;3213958-3214156|ir_coords:,,0.4,NA,3213736-3213958,0.9994,SH_BIO_2196772_10x_vs_SH_DMSO
chr4,+,HTT,,chr4:clu_19392_+,leafcutter,9.24040831296849e-07,1.12852167869055e-09,0.224065184084733,Success,0.00836169565987682,0.23242687974461,logef:1.48654028298466|loglr:20.6023573096733|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3212709:3213622:clu_19392_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x
chr4,+,HTT,,chr4:clu_19392_+,leafcutter,9.24040831296849e-07,1.12852167869055e-09,-0.327881869835939,Success,0.983271496201738,0.6553896263658,logef:-2.24402952547225|loglr:20.6023573096733|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3212709:3213958:clu_19392_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x
chr4,+,HTT,,chr4:clu_19392_+,leafcutter,9.24040831296849e-07,1.12852167869055e-09,0.103816685751206,Success,0.00836680813838471,0.112183493889591,logef:0.757489242487587|loglr:20.6023573096733|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3213736:3213958:clu_19392_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.2681,,0.2979,0.0115,lsv_type:s|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213622-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213622,0.9996,SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,-0.2681,,0.7021,0.9885,lsv_type:s|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213622-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213958,0.9996,SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x
chr4,+,HTT,,chr4:clu_17781_+,leafcutter,3.16289387779748e-08,5.44481645342999e-11,0.232516422946792,Success,1.04518476005974e-06,0.232517468131552,logef:4.32709539421436|loglr:23.6337719763133|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3212709:3213622:clu_17781_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr4,+,HTT,,chr4:clu_17781_+,leafcutter,3.16289387779748e-08,5.44481645342999e-11,-0.344686581114283,Success,0.999998309897345,0.655311728783061,logef:-8.40807410969929|loglr:23.6337719763133|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3212709:3213958:clu_17781_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr4,+,HTT,,chr4:clu_17781_+,leafcutter,3.16289387779748e-08,5.44481645342999e-11,0.112170158167492,Success,6.44917895310602e-07,0.112170803085387,logef:4.08097871548493|loglr:23.6337719763133|df:2|genes:HTT|N:3|coord:chr4:3212709-3213958|chr4:3213736:3213958:clu_17781_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN2,,chr5:clu_18884_+,leafcutter,1.2186667390077e-23,1.57342064771179e-27,0.190339834253469,Success,0.192791014568574,0.383130848822044,logef:1.25297770862828|loglr:67.7782733817676|df:5|genes:SMN2|N:6|coord:chr5:70070751-70077019|chr5:70070751:70076521:clu_18884_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN2,,chr5:clu_18884_+,leafcutter,1.2186667390077e-23,1.57342064771179e-27,-0.363298110020585,Success,0.417598593087015,0.0543004830664298,logef:-1.4737796322504|loglr:67.7782733817676|df:5|genes:SMN2|N:6|coord:chr5:70070751-70077019|chr5:70070751:70077019:clu_18884_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN2,,chr5:clu_18884_+,leafcutter,1.2186667390077e-23,1.57342064771179e-27,0.188450701020182,Success,0.353719739198095,0.542170440218277,logef:0.99328342707415|loglr:67.7782733817676|df:5|genes:SMN2|N:6|coord:chr5:70070751-70077019|chr5:70076574:70077019:clu_18884_+,cryptic,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,,chr5:clu_18900_+,leafcutter,7.5082574531637e-18,2.00897123957221e-21,-0.222453771308557,Success,0.266108468325765,0.043654697017208,logef:-1.23996591669087|loglr:51.6197558180611|df:4|genes:SMN1|N:5|coord:chr5:70946176-70952439|chr5:70946176:70952439:clu_18900_+,annotated,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,,chr5:clu_18900_+,leafcutter,7.5082574531637e-18,2.00897123957221e-21,0.157638783227485,Success,0.361913807664371,0.519552590891857,logef:0.929189157771887|loglr:51.6197558180611|df:4|genes:SMN1|N:5|coord:chr5:70946176-70952439|chr5:70951994:70952439:clu_18900_+,annotated,NA,NA,,NA,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,0.3367,,0.8698,0.5457,lsv_type:s|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70946176-70951941,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,-0.3386,,0.1056,0.4412,lsv_type:s|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70946176-70952439,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.3706,,0.1222,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70946176-70952439,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.3769,,0.8764,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.1,NA,70951994-70952439,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,0.2666,,0.2881,0.001,lsv_type:s|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213622-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213622,0.9999,SH_BIO_2196772_3x_vs_SH_DMSO
chr4,+,HTT,ENSG00000197386.12,ENSG00000197386.12:s:3212564-3213055,majiq_v2,NA,NA,-0.2666,,0.7119,0.999,lsv_type:s|1e1.1o1|1e2.1o1|exons_coords:3212564-3213055;3213622-3213736;3213958-3214156|ir_coords:,,0.1,NA,3212709-3213958,0.9999,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,0.3367,,0.8698,0.5457,lsv_type:s|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70946176-70951941,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:s:70946089-70946278,majiq_v2,NA,NA,-0.3386,,0.1056,0.4412,lsv_type:s|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70946176-70952439,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.3706,,0.1222,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70946176-70952439,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.3769,,0.8764,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.2,NA,70951994-70952439,1,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,-0.3706,,0.1222,0.4913,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.3,NA,70946176-70952439,0.9938,SH_BIO_2196772_3x_vs_SH_DMSO
chr5,+,SMN1,ENSG00000172062.16,ENSG00000172062.16:t:70952439-70953040,majiq_v2,NA,NA,0.3769,,0.8764,0.5042,lsv_type:t|1e1.1o1|1e2.1o1|1e3.1o1|exons_coords:70946089-70946278;70946707-70946815;70951941-70952347;70952439-70953040|ir_coords:,,0.3,NA,70951994-70952439,0.9971,SH_BIO_2196772_3x_vs_SH_DMSO
